"lakeid","year4","sampledate","gearid","spname","depth","rep","length","weight","sex","fishpart"
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,1,82,9.5,,"S"
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,1,76,8,,"S"
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,1,86,12,,"S"
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,1,87,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,1,86,16.5,,"S"
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,1,83,10.5,,"S"
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,1,90,14.5,,"S"
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,1,82,9.5,,"S"
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,1,102,19,,"S"
"WI",1995,"1995-08-21","FYKNET","BLUEGILL",-1,2,74,,,
"WI",1995,"1995-08-21","FYKNET","BLUEGILL",-1,2,156,69,,
"WI",1995,"1995-08-21","FYKNET","BLUEGILL",-1,2,156,68,,
"WI",1995,"1995-08-21","FYKNET","BLUEGILL",-1,2,112,23.5,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,41,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,42,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,41,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,42,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,40,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,42,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,40,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,40,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,41,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,42,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,42,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,44,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,42,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,40,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,41,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,40,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,41,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,40,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,43,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,44,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,43,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,40,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,40,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,42,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,32,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,36,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,30,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,32,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,37,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,34,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,39,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,31,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,34,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,35,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,38,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,38,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,32,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,31,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,32,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,30,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,30,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,33,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,30,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,31,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,31,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,29,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,26,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,27,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,31,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,30,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,28,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,33,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,31,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,36,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,37,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,76,8,,"S"
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,84,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,96,16,,"S"
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,82,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,53,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,93,17.5,,"S"
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,93,14.5,,"S"
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,73,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,67,5.5,,"S"
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,72,7,,"S"
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,76,8,,"S"
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,77,8.5,,"S"
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,76,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,73,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,85,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,19,,,
"WI",1995,"1995-08-21","BSEINE","BLUEGILL",-1,2,87,,,
"WI",1995,"1995-08-21","CRAYTR","BLUEGILL",1.2,8,33,0.3,,
"WI",1995,"1995-08-21","CRAYTR","BLUEGILL",1.2,8,40,1,,
"WI",1995,"1995-08-21","CRAYTR","BLUEGILL",1.2,8,40,1,,
"WI",1995,"1995-08-21","VGN019","BLUNTNOSEMINNOW",4,1,79,5.5,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,44,0.7,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,43,0.6,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,44,0.65,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,46,0.9,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,38,0.5,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,49,1,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,35,0.4,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,46,,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,40,,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,40,,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,30,0.2,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,53,1.1,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,35,0.3,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,35,,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,35,,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,35,,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,40,,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,38,,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,38,,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,39,,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,40,,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,38,,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,35,,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,35,,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,35,,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,40,,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,40,,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,42,,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,40,,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,35,,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,38,,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,49,,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,52,1.2,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,43,,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,50,0.8,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,55,1.5,,
"WI",1995,"1995-08-21","FYKNET","BLUNTNOSEMINNOW",-1,3,50,0.85,,
"WI",1995,"1995-08-21","TRAMML","GOLDENSHINER",-1,1,197,84,,
"WI",1995,"1995-08-21","TRAMML","GOLDENSHINER",-1,1,190,71,,
"WI",1995,"1995-08-21","VGN038","GOLDENSHINER",3,1,136,28,,
"WI",1995,"1995-08-21","VGN038","GOLDENSHINER",3,1,135,26,,
"WI",1995,"1995-08-21","VGN038","GOLDENSHINER",3,1,141,,,
"WI",1995,"1995-08-21","VGN038","GOLDENSHINER",3,1,131,,,
"WI",1995,"1995-08-21","VGN038","GOLDENSHINER",3,1,139,,,
"WI",1995,"1995-08-21","VGN038","GOLDENSHINER",3,1,140,28,,
"WI",1995,"1995-08-21","VGN038","GOLDENSHINER",3,1,142,24,,
"WI",1995,"1995-08-21","VGN038","GOLDENSHINER",3,1,134,26,,
"WI",1995,"1995-08-21","VGN038","GOLDENSHINER",3,1,136,28,,
"WI",1995,"1995-08-21","VGN038","GOLDENSHINER",3,1,138,30.5,,
"WI",1995,"1995-08-21","VGN038","GOLDENSHINER",3,1,144,32,,
"WI",1995,"1995-08-21","VGN038","GOLDENSHINER",3,1,154,36.5,,
"WI",1995,"1995-08-21","VGN038","GOLDENSHINER",3,1,140,29,,
"WI",1995,"1995-08-21","VGN032","GOLDENSHINER",1,1,131,,,
"WI",1995,"1995-08-21","VGN032","GOLDENSHINER",1,1,146,,,
"WI",1995,"1995-08-21","VGN032","GOLDENSHINER",2,1,138,,,
"WI",1995,"1995-08-21","VGN032","GOLDENSHINER",3,1,131,,,
"WI",1995,"1995-08-21","VGN032","GOLDENSHINER",4,1,141,,,
"WI",1995,"1995-08-21","VGN032","GOLDENSHINER",4,1,132,,,
"WI",1995,"1995-08-21","VGN032","GOLDENSHINER",4,1,129,,,
"WI",1995,"1995-08-21","VGN032","GOLDENSHINER",4,1,156,,,
"WI",1995,"1995-08-21","VGN032","GOLDENSHINER",4,1,133,,,
"WI",1995,"1995-08-21","VGN032","GOLDENSHINER",4,1,122,,,
"WI",1995,"1995-08-21","VGN032","GOLDENSHINER",4,1,130,,,
"WI",1995,"1995-08-21","VGN032","GOLDENSHINER",4,1,126,,,
"WI",1995,"1995-08-21","VGN032","GOLDENSHINER",4,1,119,,,
"WI",1995,"1995-08-21","VGN032","GOLDENSHINER",4,1,127,,,
"WI",1995,"1995-08-21","VGN032","GOLDENSHINER",4,1,136,,,
